Segment,Customer,Doc No,Line No,K1,K2,K3,K4,Shade,Ord. Qty,Sub Segment,Season,Style,Merchant,PO No.,Rate,Cops No,Cops Ln,K5,K6,K7,Dispatched,Bal to Dispatch,FSC Commit Date,Q1,Q2,Q3,Q4,Q5,Q6,WIP Status,Mktg Remark for FSCM,Mktg Remark for Internal,FPT,Airway Bill No,PreShip Dt1,PreShip Dt2,Doc Date,DO No.,Sch Plant I/p Dt,CostCenter,Loom Start Dt.,Export/Domestic,YD/PD,Closed DB2,CV STK,A/H Name,Multiple Del Date,Bal To Issue AT1,Packed In AT1,Last Packing Date,Last Q1/Q5 Date,Q7,Last Dispatch Date,Bal To Issue AT2,Packed In AT2,Last Packing Date AT2,Last Q1/Q5 Date AT2,Q1 AT2,Q2 AT2,Q3 AT2,Q4 AT2,Q5 AT2,Q6 AT2,Q7 AT2,Dispatched From AT2,WIP Status AT2,Greige Stock Baddi,Greige Stock Budhni,Greige K1,Greige Construction,Finish Construction,Actual Planning Month,RGEDOD,Input Date AT1,Input Date AT2,Running Looms,Delay Del Date Greige,Delay Del Date At1,Delay Date AT2,Lab Ref No,Strike Off No,Dispatch In Same SO,Dispatch In Other SO,Close Tag Marketing,Order Creation Date,Delay in Days,Budget Remark,BCI Tracer Account,Pref Factory,Weaving Plant,AT1 P/O Date,AT2 P/O Date,Commulative Order Qty,Labdip Option No,Strike-Off Option No,Preschepment Docket No,Light Source,Exec Remark,PPC Comment,Committed Dely Date,CR Date,Revised CR Date,PO No AT1,PO No AT2,Item Type,Closed By,Closed On,Closed Remark,Invoice No,Invoice Qty,Approved & Non Approved,End Use,Supply chain Feasibility comments,QUERY CONF DATE,Original Order Quantity,Grey Allocation Start Dt,Order Partner,Terms of Delivery,Terms of Shipping,HEAD ENDS,FINISH WIDTH,GREY COST,PROCESS COST,OTHER COST,PBIT,Dyed Yarn 1st Creel Disp Date,Dyed Yarn Disp Completion Date,Dyeing Req Date,DL Appr Status,Export Invoice No,Weave Comment,Dispatch Tolerance,Fabric XYZ Consumption,Fabric Risk,Rev Fabric Risk,QA Comments 1
RMGE,WIN INDIA EXPORTS,BLS81_S81-18004586,10,A130B893,OSPP,T-ST,RFD0000000,RFD,2600,GANT,F'19,,Vasanth,,180,S81_S81-18004586,10,,,,2677,-77,,,,,,,,,,,,,22-12-2018,,05-12-2018,A130B893 OSPP,15-12-2018,,14-12-2018,DOMESTIC,RD,TRUE,,Arpan Dhiman,2600-22/12/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,A130B893OSPP,30TEN*30TEN-132*84-160.09-ROYAL OXFORD,,Dec-18,14-12-2018,,,,,,,,,0,0,Checked,05-12-2018,,,,Baddi,,16-12-2018,,0,,,,D-65,,,,,,F010137446,,BPF,644,21-12-2020,,,0,,Men’s Bottoms,,,0,,103072,DAC,RD,,142,130,25,0,25,,,,,,out source fabric use,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003918,21,132327,BD,ST-ST,RFD0000000,RFD,1600,DIESEL,F'19,,Vasanth,,168,S81_S81-18003918,21,,,,1620,-20,,,,,,,,,,,,,,,23-10-2018,,01-12-2018,,01-11-2018,DOMESTIC,RD,FALSE,,Rohit Mittal,1600-10/12/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,132327BDDK,"32K.COM*20K.SPX-132*76-179.8-3/1,S TWILL",,Nov-18,15-11-2018,,,0,,,,,,0,0,Checked,03-11-2018,,,,Budhni,,18-11-2018,,0,,,,D-65,,,,,,"FBY0001092,F010136624,FBY0001097",,BPF,644,21-12-2020,,,0,,Men’s Bottoms,,,0,,103072,DAC,RD,,148,107.42,21,0,39.58,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003918,11,132327,BD,ST-SF,3000074549,Green ( 512 ),3340,DIESEL,F'19,,Vasanth,,180,S81_S81-18003918,11,,,,3428,-88,,,,,,,,,,,,,,,23-10-2018,,16-11-2018,,01-11-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,3340-22/11/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,132327BDDK,"32K.COM*20K.SPX-132*76-179.8-3/1,S TWILL",,Nov-18,15-11-2018,,,0,,,,,,0,0,Checked,03-11-2018,,,,Budhni,,09-11-2018,,0,,,,D-65,,,,,,F010135332,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,148,107.42,42.13,0,30.45,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003918,1,132327,BD,ST-SF,9000061609,Jet Black ( 900,3350,DIESEL,F'19,,Vasanth,,180,S81_S81-18003918,1,,,,3455,-105,,,,,,,,,,,,,,,23-10-2018,,16-11-2018,,01-11-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,3350-22/11/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,132327BDDK,"32K.COM*20K.SPX-132*76-179.8-3/1,S TWILL",,Nov-18,15-11-2018,,,0,,,,,,0,0,Checked,23-10-2018,,,,Budhni,,09-11-2018,,0,,,,D-65,,,,,,F010135334,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,148,107.42,42.13,0,30.45,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003619,31,120H99,BDOKJ,ST-PF,6000194678,Brown,1150,MILL NORMS( MILL STD),F'18,,Vasanth,,173,S81_S81-18003619,31,,,,1145.1,4.9,,,,,,,,,,,,,,,06-10-2018,,01-12-2018,,05-11-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,1150-04/01/2019,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Dec-18,23-11-2018,,,0,,,,,,0,0,Checked,10-11-2018,,,,Budhni,,21-12-2018,,0,,,,D-65,,,,,,F010137651,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,1150,,103072,DAC,RD,,151,101,46.05,0,22.95,,,,,,Yarn const / CCY yarn from 30-Oct,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003619,21,120H99,BDOKBJ,ST-PF,8000111749,Navy,4260,MILL NORMS( MILL STD),F'18,,Vasanth,,173,S81_S81-18003619,21,,,,4362,-102,,,,,,,,,,,,,,,06-10-2018,,01-12-2018,,05-11-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,4260-10/12/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOKB,"20OE*16K.SPX(70D)-120*56-179.4-3/1,S TWILL",,Dec-18,23-11-2018,,,0,,,,,,0,0,Checked,10-11-2018,,,,Budhni,,26-11-2018,,0,,,,D-65,,,,,,"FTP0010521,F010136366,F010136303",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,4260,,103072,DAC,RD,,151,101,46.05,0,22.95,,,,,,Yarn const / CCY yarn from 30-Oct,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003619,11,120H99,BDOKBJ,ST-PF,6000184806,Khaki,4960,MILL NORMS( MILL STD),F'18,,Vasanth,,173,S81_S81-18003619,11,,,,4955,5,,,,,,,,,,,,,,,06-10-2018,,24-11-2018,,05-11-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,4960-10/12/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOKB,"20OE*16K.SPX(70D)-120*56-179.4-3/1,S TWILL",,Nov-18,23-11-2018,,,0,,,,,,0,0,Checked,10-11-2018,,,,Budhni,,24-11-2018,,0,,,,D-65,,,,,,"FTP0010493,F010136219",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,4960,,103072,DAC,RD,,151,101,46.05,0,22.95,,,,,,Yarn const / CCY yarn from 30-Oct,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003619,1,120H99,BDOKBJ,ST-PF,6000181446,Camel,6000,MILL NORMS( MILL STD),F'18,,Vasanth,,173,S81_S81-18003619,1,,,,5991,9,,,,,,,,,,,,,,,06-10-2018,,24-11-2018,,05-11-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,6000-02/12/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOKB,"20OE*16K.SPX(70D)-120*56-179.4-3/1,S TWILL",,Nov-18,23-11-2018,,,0,,,,,,0,0,Checked,06-10-2018,,,,Budhni,,17-11-2018,,0,,,,D-65,,,,,,"FTP0010440,F010135821",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,6000,,103072,DAC,RD,,151,101,46.05,0,22.95,,,,,,Yarn const / CCY yarn from 30-Oct,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18003016,1,120H99,BDOKBJ,ST-PF,1000022256,New Stone,2000,MILL NORMS( MILL STD),F'18,,Vasanth,,173,S81_S81-18003016,1,,,,2062,-62,,,,,,,,,,,,,,,11-09-2018,,20-09-2018,,,DOMESTIC,PD,TRUE,,Rohit Mittal,2000-08/10/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOKB,"20OE*16K.SPX(70D)-120*56-179.4-3/1,S TWILL",,Sep-18,30-09-2018,,,0,,,,,,0,0,Checked,11-09-2018,,,,Budhni,,23-09-2018,,0,,,,D-65,,,,,,F010132247,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,99,46.05,0,24.95,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18001544,51,120H99,BDOKJ,ST-PF,7000093549,Charcoal,5400,OLD KHAKI,SP19,,Vasanth,,173,S81_S81-18001544,51,,,,5563,-163,,,,,,,,,,,,,,,03-07-2018,,01-08-2018,,20-07-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,5400-10/08/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Aug-18,10-08-2018,,,0,,,,,,0,0,Checked,11-07-2018,,,,Budhni,,05-08-2018,,0,,,,D-65,,,,,,"FRP0015159,F010128676,F0S0010417,FRP0015406,F0S0010505,FRG0001958",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,104,45,0,21,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18001544,41,120H99,BDOKJ,ST-PF,3000072128,New Sage,2925,OLD KHAKI,SP19,,Vasanth,,173,S81_S81-18001544,41,,,,2949,-24,,,,,,,,,,,,,,,03-07-2018,,25-07-2018,,20-07-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,2925-08/08/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Jul-18,10-08-2018,,,0,,,,,,0,0,Checked,11-07-2018,,,,Budhni,,24-07-2018,,0,,,,D-65,,,,,,"FRP0015150,F010128511,F0S0010403",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,104,45,0,21,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18001544,31,120H99,BDOKJ,ST-PF,6000181446,CAMEL,4060,OLD KHAKI,SP19,,Vasanth,,173,S81_S81-18001544,31,,,,3927,133,,,,,,,,,,,,,,,03-07-2018,,20-07-2018,,20-07-2018,DOMESTIC,PD,FALSE,,Rohit Mittal,4060-04/08/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Jul-18,10-08-2018,,,0,,,,,,0,0,Checked,06-07-2018,,,,Budhni,,20-07-2018,,0,,,,D-65,,,,,,F010128261,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,104,45,0,21,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18001544,21,120H99,BDOKJ,ST-PF,8000111749,Navy 2,3200,OLD KHAKI,SP19,,Vasanth,,173,S81_S81-18001544,21,,,,3297.01,-97.01,,,,,,,,,,,,,,,03-07-2018,,15-08-2018,,20-07-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,3200-22/08/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Aug-18,10-08-2018,,,0,,,,,,0,0,Checked,06-07-2018,,,,Budhni,,08-08-2018,,0,,,,D-65,,,,,,F0N0004352,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,104,45,0,21,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18001544,11,120H99,BDOKJ,ST-PF,6000184806,KHAKI,7080,OLD KHAKI,SP19,,Vasanth,,173,S81_S81-18001544,11,,,,7052.01,27.99,,,,,,,,,,,,,,,03-07-2018,,20-07-2018,,20-07-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,7080-21/08/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Jul-18,10-08-2018,,,0,,,,,,0,0,Checked,06-07-2018,,,,Budhni,,24-07-2018,,0,,,,D-65,,,,,,"F0N0004314,FRP0015242,FRP0015255,F010129283",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,104,45,0,21,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18000579,10,132135,BDMCJ,ST-PST,RFD0000000,RFD,1000,DIESEL,F'18,,Vasanth,,152,S81_S81-18000579,10,,,,1082,-82,05-12-2018,,,,,,,,,,,,,,28-04-2018,,01-12-2018,,25-11-2017,DOMESTIC,RD,TRUE,,Rohit Mittal,1000-12/05/2018,0,1099,,09-05-2018,,17-05-2018,0,0,,,0,0,0,0,0,0,0,,,0,79578.63,13257BDDKB,"32K.COM*20K.SPX-144*76-180.1-3/1,S TWILL","32COM*20SPX-173*74-148-3/1,S TWILL-235 #",Dec-18,05-03-2018,04-05-2018,,1,,,,,,1082,0,Checked,28-04-2018,1858,,,Budhni,Budhni,04-05-2018,,1000,,,,D-65,Ready Executable,Repeat order (clear on 30 Apr),12-05-2018,15-03-2018,15-01-2018,F010123154,,BPF,644,21-12-2020,,LBF180001464,1082,,Men’s Bottoms,,05-12-2018,0,,103072,CFR,AR,,148,103.17,20.25,3,25.58,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18000404,32,120H99,BDOKJ,ST-PF,8000111749,Navy 2,1220,DIESEL,F'18,,Vasanth,,173,S81_S81-18000404,32,,,,1195,25,,,,,,,,,,,,,,,20-04-2018,,06-05-2018,,05-05-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,1220-05/06/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,05-05-2018,,,0,,,,,,0,0,Checked,18-05-2018,,,,Budhni,,21-05-2018,,0,,,,D-65,,,,,,F010124538,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,95.91,44.87,0,29.22,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18000404,22,120H99,BDOKJ,ST-PF,3000070816,Sage,4350,DIESEL,F'18,,Vasanth,,173,S81_S81-18000404,22,,,,4427,-77,,,,,,,,,,,,,,,20-04-2018,,06-05-2018,,05-05-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,4350-27/05/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,05-05-2018,,,0,,,,,,0,0,Checked,09-05-2018,,,,Budhni,,13-05-2018,,0,,,,D-65,,,,,,F010123800,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,95.91,44.87,3,29.22,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18000404,12,120H99,BDOKJ,ST-PF,6000184806,KHAKI,1825,DIESEL,F'18,,Vasanth,,173,S81_S81-18000404,12,,,,1896.02,-71.02,,,,,,,,,,,,,,,20-04-2018,,06-05-2018,,05-05-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,1825-25/05/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,05-05-2018,,,0,,,,,,0,0,Checked,07-05-2018,,,,Budhni,,10-05-2018,,0,,,,D-65,,,,,,F010123630,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,95.91,44.87,3,29.22,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18000404,2,120H99,BDOKJ,ST-PF,6000184806,KHAKI,5080,DIESEL,F'18,,Vasanth,,173,S81_S81-18000404,2,,,,5058.01,21.99,,,,,,,,,,,,,,,20-04-2018,,06-05-2018,,05-05-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,5080-05/06/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,05-05-2018,,,0,,,,,,0,0,Checked,20-04-2018,,,,Budhni,,21-05-2018,,0,,,,D-65,,,,,,F010124491,,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,95.91,44.87,3,29.22,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-18000404,1,120H99,BDOKJ,ST-PF,8000111749,Navy 2,4000,DIESEL,F'18,,Vasanth,,173,S81_S81-18000404,1,,,,4110,-110,,,,,,,,,,,,,,,20-04-2018,,16-05-2018,,15-05-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,4000-05/06/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,15-05-2018,,,0,,,,,,0,0,Checked,20-04-2018,,,,Budhni,,21-05-2018,,0,,,,D-65,,,,,,"F010124535,FTP0008669",,BPF,644,21-12-2020,,,0,Approved,Men’s Bottoms,,,0,,103072,DAC,RD,,151,95.91,44.87,0,29.22,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17006196,1,A1300280,OSKV,V+5JNF,RFP0000000,Snail Design,4100,ASOS,F'18,,Vasanth,,130,S81_S81-17006196,1,JV+SF,B002492F07,R900000001,4202,-102,,,,,,,,,,,YES,,17-02-2018,,01-02-2018,,,,,DOMESTIC,RD,TRUE,,Rohit Mittal,4100-25/02/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,A1300280OSKV,30K.VIS*30VORTEX.VIS-68*64-160-PLAIN,,,,,07-02-2018,,,,,,,0,0,Checked,01-02-2018,,,,Baddi,,05-02-2018,07-02-2018,0,,1,,D-65,,,,,,"F0P0004938,F0P0004939",P010004002,BPR,644,21-12-2020,,,0,,Women's Outerwear,,,0,,103072,DAC,RD,,134,53.75,49,0,27.25,,,,,,Outsourced fabric to use,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005868,11,180167,BA,ST-SF,8000020561,Lt Dream blue,2775,FRENCH CONNECTION,AW 18,,Vasanth,,200,S81_S81-17005868,11,,,,2841,-66,,,,,,,,,,,,,04-04-2018,,11-01-2018,,05-03-2018,,04-02-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,2775-04/04/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,180167BA,"80COM*80LYC(20D)+70COM-175*106-170.7-4/1,S SATIN",,Mar-18,15-02-2018,,,0,,,,,,0,0,Checked,24-01-2018,,,,Baddi,,24-03-2018,,0,,,,D-65,,,,,,F010120128,,BPF,644,21-12-2020,,,0,Approved,Men’s Tops,,,0,,103072,DAC,RD,,132,136.19,32.62,0,31.19,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005868,1,180167,BA,ST-SF,5000060761,MAGNOLIA,2775,FRENCH CONNECTION,AW 18,,Vasanth,,200,S81_S81-17005868,1,,,,2865.5,-90.5,,,,,,,,,,,,,05-03-2018,,11-01-2018,,05-03-2018,,20-01-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,2775-12/03/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,180167BA,"80COM*80LYC(20D)+70COM-175*106-170.7-4/1,S SATIN",,Mar-18,04-02-2018,,,0,,,,,,0,0,Checked,11-01-2018,,,,Baddi,,26-02-2018,,0,,,,D-65,,,,,,F010118712,,BPF,644,21-12-2020,,,0,Approved,Men’s Tops,,,0,,103072,DAC,RD,,132,136.19,32.62,0,31.19,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005673,1,180167,BA,ST-SF,1566,White,1000,DIESEL,AW 18,,Vasanth,,200,S81_S81-17005673,1,,,,999,1,,,,,,,,,,,,,21-01-2018,,29-12-2017,,16-01-2018,,05-01-2018,DOMESTIC,FB,TRUE,,Rohit Mittal,1000-24/01/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,180167BA,"80COM*80LYC(20D)+70COM-175*106-170.7-4/1,S SATIN",,Jan-18,15-01-2018,,,0,,,,,,0,0,Checked,29-12-2017,,,,Baddi,,19-01-2018,,0,,,,D-65,,,,,,F0N0003811,,BPF,,,,,0,,Men’s Tops,,,0,,103072,DAC,RD,,132,136.19,18.74,0,45.07,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,112,120H99,BDOKJ,ST-PF,7000092527,Silver Grey,1350,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,112,,,,1409,-59,,,,,,,,,,,,,,,25-12-2017,,06-05-2018,,15-04-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,1350-05/06/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,05-05-2018,,,0,,,,,,0,0,Checked,18-05-2018,,,,Budhni,,21-05-2018,,0,,,,D-65,,,,,,F010124534,,BPF,,,,,0,Approved,Men’s Bottoms,,,1350,,103072,DAC,RD,,151,94,46,0,27,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,102,120H99,BDOKJ,ST-PF,7000090447,GREY,2180,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,102,,,,2083,97,,,,,,,,,,,,,,,25-12-2017,,06-05-2018,,15-04-2018,DOMESTIC,PD,FALSE,,Rohit Mittal,2180-13/05/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,May-18,05-05-2018,,,0,,,,,,0,0,Checked,23-04-2018,,,,Budhni,,28-04-2018,,0,,,,D-65,,,,,,F010122592,,BPF,,,,,0,Approved,Men’s Bottoms,,,2180,,103072,DAC,RD,,151,94,46,0,30,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,92,120H99,BDOKJ,ST-PF,6000184806,KHAKI,4620,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,92,,,,4428,192,,,,,,,,,,,,,,,25-12-2017,,20-04-2018,,15-04-2018,DOMESTIC,PD,FALSE,,Rohit Mittal,4620-05/05/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Apr-18,05-05-2018,,,0,,,,,,0,0,Checked,18-04-2018,,,,Budhni,,28-04-2018,,0,,,,D-65,,,,,,"F010122051,FRP0014372,FTP0008478,FRP0014443,F0S0009847",,BPF,,,,,0,Approved,Men’s Bottoms,,,4620,,103072,DAC,RD,,151,94,46,0,27,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,82,120H99,BDOKJ,ST-PF,8000107868,MID BLUE,1350,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,82,,,,1393,-43,,,,,,,,,,,,,,,25-12-2017,,15-04-2018,,15-04-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,1350-26/04/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Apr-18,05-05-2018,,,0,,,,,,0,0,Checked,29-03-2018,,,,Budhni,,11-04-2018,,0,,,,D-65,,,,,,F010121240,,BPF,,,,,0,Approved,Men’s Bottoms,,,1350,,103072,DAC,RD,,151,94,46,0,27,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,72,120H99,BDOKJ,ST-PF,7000090447,GREY,1450,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,72,,,,1443,7,,,,,,,,,,,,,,,25-12-2017,,15-04-2018,,15-04-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,1450-26/04/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Apr-18,05-05-2018,,,0,,,,,,0,0,Checked,29-03-2018,,,,Budhni,,11-04-2018,,0,,,,D-65,,,,,,F010121239,,BPF,,,,,0,Approved,Men’s Bottoms,,,1450,,103072,DAC,RD,,151,94,46,0,27,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,62,120H99,BDOKJ,ST-PF,6000181446,CAMEL,1450,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,62,,,,1374,76,,,,,,,,,,,,,,,25-12-2017,,15-04-2018,,15-04-2018,DOMESTIC,PD,FALSE,,Rohit Mittal,1450-26/04/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Apr-18,05-05-2018,,,0,,,,,,0,0,Checked,29-03-2018,,,,Budhni,,11-04-2018,,0,,,,D-65,,,,,,"F010121238,FTP0008341",,BPF,,,,,0,Approved,Men’s Bottoms,,,1450,,103072,DAC,RD,,151,94,46,0,27,,,,,,crok,,,,,
RMGE,WIN INDIA EXPORTS,BLS81_S81-17005572,52,120H99,BDOKJ,ST-PF,7000090447,GREY,4270,OLD KHAKI,AW 18,,Vasanth,,173,S81_S81-17005572,52,,,,4318.99,-48.99,,,,,,,,,,,,,,,25-12-2017,,06-02-2018,,20-01-2018,DOMESTIC,PD,TRUE,,Rohit Mittal,4270-28/02/2018,0,0,,,,,0,0,,,0,0,0,0,0,0,0,,,0,0,120H99BDOK,"20OE*16K.SPX-120*56-179.4-3/1,S TWILL",,Feb-18,05-02-2018,,,0,,,,,,0,0,Checked,09-02-2018,,,,Budhni,,14-02-2018,,0,,,,D-65,,,,,,F010117860,,BPF,,,,,0,Approved,Men’s Bottoms,,,4270,,103072,DAC,RD,,151,94,46,0,30,,,,,,crok,,,,,
